0,1,2
0.45552588,0.46481955,0.47147244
0.82998914,0.80033416,0.79008704
0.75990033,0.75998604,0.7717241
0.6712777,0.6869644,0.66739434
0.8846617,0.8748598,0.9004265
0.8314748,0.8221959,0.8299581
0.7040181,0.70356715,0.7043111
0.89086896,0.90792483,0.9132117
0.885803,0.88047886,0.87509936
0.9650042,0.96905386,0.96176255
0.74496984,0.75220346,0.76315284
0.82639325,0.83919114,0.8214377
0.866824,0.8921509,0.9056833
0.8624358,0.8770752,0.8557135
0.4858514,0.4980992,0.50191694
0.8777375,0.88751745,0.8655185
0.8360059,0.83332515,0.85461247
0.79531956,0.8277273,0.81259894
0.96338177,0.9599241,0.95573646
0.8260622,0.8221568,0.81578285
0.8411375,0.84460235,0.86079204
0.88959485,0.8508656,0.8962393
0.83119226,0.8388808,0.8391697
0.8660697,0.9086069,0.87472504
0.7636819,0.7639955,0.76751554
0.8833159,0.8929286,0.9076626
0.83907634,0.8342741,0.8442994
0.8648174,0.86763364,0.8772627
0.74620926,0.74865896,0.7392473
0.85450274,0.8500681,0.8443376
0.8351123,0.8265524,0.8246186
0.8645822,0.88648427,0.88889104
0.8209355,0.8308154,0.8170899
0.83099353,0.8340125,0.83239734
0.8732203,0.85995597,0.85492206
0.8266401,0.8150112,0.8314812
0.8457564,0.8595486,0.8413724
0.643283,0.6720494,0.6678786
0.92106104,0.918707,0.93382716
0.9026591,0.8999063,0.8941435
0.86334336,0.87087816,0.86173177
0.8268339,0.830328,0.82314825
0.5529443,0.5566585,0.541822
0.9140514,0.92012423,0.92554986
0.8186343,0.8151142,0.8223909
0.82957244,0.83512443,0.83228755
0.90762824,0.8975556,0.89554155
0.8206612,0.8074174,0.8131176
0.7731519,0.7614038,0.76261556
0.86756045,0.8690435,0.87543964
0.87704295,0.86794066,0.8659662
0.7162774,0.71641105,0.7166449
0.90079665,0.89842486,0.9051893
0.8868785,0.9354246,0.9015552
0.8345966,0.8266635,0.8435437
0.8812737,0.8787179,0.8818091
0.8559023,0.8448306,0.838488
0.86147195,0.8818208,0.86947346
0.75150734,0.73762107,0.7209453
0.88175917,0.84796846,0.8383143
0.94325054,0.9501855,0.95755696
0.86268926,0.8561549,0.87242264
0.87116593,0.85155183,0.8764787
0.8619077,0.8541104,0.8453423
0.8824305,0.8780222,0.87296534
0.8796961,0.8852265,0.9013362
0.9199555,0.9250816,0.9347917
0.5235023,0.52054,0.5223933
0.90146136,0.9032533,0.8944133
0.3616051,0.36941072,0.3698625
0.8914162,0.8910947,0.905477
0.87717474,0.86875075,0.8750971
0.87965447,0.86539066,0.8629724
0.8490557,0.85010016,0.8527118
0.916852,0.90871775,0.90987796
0.8891647,0.9115144,0.89908063
0.8921423,0.88853633,0.907751
0.6561644,0.6562415,0.6723925
0.8891294,0.8894622,0.89718187
0.9072486,0.9205544,0.9044086
0.8248482,0.8431228,0.84526885
0.8718026,0.8636791,0.89397293
0.85200137,0.85685086,0.84266466
0.89068764,0.8796711,0.89106905
0.9080568,0.9105757,0.9132508
0.82355344,0.83213556,0.83820295
0.8249422,0.8199715,0.8085222
0.87321955,0.8519701,0.8564321
0.8964778,0.9180936,0.9146874
0.85545784,0.84598744,0.85765266
0.8296192,0.7972508,0.8082973
0.42381692,0.4259152,0.42216703
0.8419373,0.8680854,0.8563458
0.465874,0.46200427,0.46939677
0.511692,0.5207798,0.5154931
0.86336064,0.86713886,0.8624787
0.89524746,0.87885505,0.875834
0.8356788,0.84822476,0.8759974
0.82601494,0.8418029,0.8306
0.8616984,0.8598156,0.8541348
0.87030905,0.88980776,0.86786044
0.8126086,0.7856468,0.81657493
0.85324186,0.8858304,0.858677
0.84445095,0.8427796,0.8484341
0.8979859,0.9060643,0.8851428
0.82237643,0.84412295,0.8224077
0.913288,0.8994111,0.9040458
0.84605014,0.84466594,0.85293275
0.80869406,0.81071055,0.82126915
0.8828757,0.8812516,0.88298994
0.78198737,0.797384,0.78995013
0.63218874,0.6496874,0.62460333
0.79971695,0.80631346,0.82637626
0.83560544,0.8531197,0.8386683
0.87090665,0.8930615,0.8582582
0.61744773,0.6317383,0.61032045
0.47578162,0.47860873,0.47592175
0.7733443,0.7693372,0.76857626
0.9256826,0.9452057,0.92433685
0.8578882,0.82669026,0.8191234
0.88941765,0.8829683,0.902975
0.8257851,0.8270036,0.856118
0.48741174,0.48542845,0.50036836
0.8997159,0.9005254,0.90329576
0.8427717,0.85699546,0.8570229
0.8868303,0.8721643,0.8567986
0.8663808,0.8882263,0.8581028
0.8473083,0.84984064,0.82577693
0.8806255,0.86307496,0.8508264
0.854061,0.83211815,0.8472972
0.7420056,0.7448939,0.72989386
0.8920585,0.89579666,0.9055749
0.7900752,0.7659474,0.7742722
0.75362563,0.74752873,0.74782646
0.82418907,0.81724983,0.8259817
0.892903,0.88872576,0.89268136
0.7843081,0.79685163,0.83490217
0.7768709,0.79351676,0.80155706
0.8045666,0.80573606,0.7905595
0.8640738,0.8389292,0.8880932
0.7522665,0.7548791,0.76581514
0.7497456,0.74134994,0.7449552
0.8241671,0.8418111,0.84050834
0.8750764,0.86577773,0.8923525
0.85571885,0.8647963,0.82837665
0.40494362,0.40133098,0.4023345
0.82113826,0.84096164,0.8418248
0.84727407,0.8423029,0.8427065
0.8946763,0.8766223,0.8876746
0.864874,0.8134599,0.8135678
0.74470544,0.7610071,0.7696681
0.7071228,0.706388,0.7063482
0.8671522,0.87255836,0.8562792
0.8295554,0.8483478,0.83936816
0.94172484,0.9219324,0.94917154
0.8481995,0.82519305,0.8427315
0.80763185,0.82395434,0.8153546
0.867814,0.8649585,0.9042468
0.7585808,0.77816254,0.76462686
0.96138656,0.95201147,0.95446444
0.8239464,0.8192634,0.81938946
0.8846361,0.87374973,0.8888127
0.8053299,0.8079776,0.82978314
0.2764731,0.2755948,0.27158195
0.93272465,0.9217248,0.9158863
0.79897016,0.79648423,0.8022584
0.7700914,0.7848404,0.762123
0.9199119,0.9113597,0.91234124
0.77153325,0.86442995,0.83557713
0.88296115,0.8563983,0.84118354
0.8899272,0.85942554,0.90523094
0.8723055,0.87353534,0.8720834
0.82816017,0.79503393,0.815325
0.80975664,0.7945256,0.80500925
0.8249737,0.86942476,0.8397937
0.7204665,0.7208257,0.7214061
0.86404586,0.86598384,0.86066926
0.6630808,0.6603742,0.6512202
0.8676859,0.8803719,0.85912853
0.7937598,0.77906525,0.7791637
0.67371064,0.68534744,0.67971456
0.8902134,0.90531236,0.88939166
0.79372776,0.78751266,0.7764078
0.68748784,0.71528506,0.69731
0.8637717,0.8671197,0.8589666
0.7627443,0.76311207,0.7892994
0.8017744,0.79866123,0.78134483
0.8448869,0.8556322,0.8537077
0.85438687,0.8577143,0.8554859
0.9601434,0.95069706,0.94490623
0.8388212,0.84211314,0.8633406
0.7283045,0.73175484,0.73248625
0.8356923,0.8061634,0.8200333
0.7382821,0.73740816,0.7382233
0.9633126,0.9576816,0.9676938
0.8682852,0.8501712,0.85720503
0.8278761,0.8561488,0.8225683
0.9158838,0.9253582,0.9250772
0.8481637,0.87280315,0.87207556
0.43077183,0.4359961,0.43409804
0.8478179,0.9059013,0.8628526
0.86812234,0.88121533,0.86400366
0.8661988,0.8794551,0.86133265
0.7190117,0.7389982,0.736065
0.78668237,0.81454587,0.77469665
0.80110145,0.815361,0.80054724
0.83625853,0.81288755,0.83275664
0.5022464,0.48464203,0.45179522
0.832829,0.82392675,0.82769954
0.843183,0.84231675,0.8170341
0.82466656,0.83386594,0.81871194
0.8821189,0.87624043,0.87397766
0.8931196,0.8919121,0.8951652
0.84957814,0.8166237,0.83651125
0.87752473,0.8484551,0.8476026
0.8314439,0.83659685,0.8444124
0.85622895,0.8362666,0.8516519
0.75448203,0.75356984,0.7522175
0.75518453,0.75187635,0.74396956
0.87163347,0.8800783,0.8952352
0.8237573,0.8101806,0.80497277
0.9325763,0.850647,0.8944753
0.82541955,0.8173487,0.81150335
0.930018,0.9238271,0.92108834
0.83858746,0.81613463,0.84093225
0.89954054,0.92706597,0.8887708
0.8562553,0.816633,0.82228076
0.8158806,0.8017664,0.8087332
0.78288317,0.75756,0.7988136
0.666113,0.6633445,0.6642606
0.8746016,0.8874114,0.87613136
0.9073509,0.9160749,0.90158296
0.86500955,0.8543159,0.8518907
0.9588492,0.96105134,0.9729226
0.8591881,0.83787787,0.8537184
0.8794533,0.8959582,0.90163404
0.8517604,0.88909507,0.8466233
0.7135647,0.7112965,0.7120056
0.81000686,0.831122,0.8443366
0.9208932,0.9154942,0.90423614
0.8673615,0.8892576,0.87974346
0.60737705,0.619129,0.61353236
0.9088092,0.88283384,0.894605
0.910133,0.9315361,0.9130693
0.9653959,0.94862324,0.95252824
0.86448246,0.8568082,0.8587835
0.5106472,0.5203805,0.52893496
0.38766006,0.3869526,0.36141425
0.871982,0.8823669,0.8541695
0.42840636,0.43579412,0.44045135
0.6306564,0.6313936,0.6286037
0.83209145,0.8611582,0.8655573
0.9427484,0.9483425,0.9385996
0.9052317,0.86832386,0.88245845
0.81887114,0.83263123,0.8372214
0.88574064,0.89443195,0.8887527
0.78320134,0.7659397,0.77986336
0.8688111,0.86627805,0.8511503
0.80378264,0.795561,0.78062725
0.9051221,0.92307806,0.8826615
0.85374725,0.8660019,0.85909665
0.8052788,0.8092444,0.81453246
0.88247216,0.903677,0.90821314
0.94483757,0.9620042,0.94721735
0.711414,0.69651926,0.685314
0.77700245,0.76221234,0.7841983
0.8955225,0.8800051,0.88901305
0.89825577,0.8866528,0.8841364
0.82463694,0.80842954,0.8262073
0.96569216,0.9535673,0.96826684
0.91846263,0.90761113,0.92189777
0.77765465,0.80217886,0.81628174
0.7290213,0.7471214,0.77997863
0.8747934,0.8685267,0.8704704
0.87927824,0.88264894,0.88846505
0.8061036,0.81636655,0.8466064
0.87028486,0.865432,0.8704413
0.788928,0.82469916,0.7748777
0.8317008,0.8097793,0.8172846
0.89415586,0.897732,0.89895576
0.95325613,0.96034384,0.9537184
0.8830111,0.87710726,0.89048445
0.8423742,0.8639532,0.86219174
0.75093514,0.74955606,0.74836457
0.8516073,0.848977,0.8489136
0.8292105,0.8376868,0.84192467
0.83679986,0.80292815,0.7869707
0.8412428,0.8804097,0.8511913
0.78059244,0.79150045,0.78380907
0.2862565,0.28761685,0.2718611
0.85808116,0.8503767,0.87441957
0.9295555,0.9110954,0.9208673
0.77856493,0.7890824,0.7944978
0.7828741,0.7720376,0.7882879
0.90920854,0.9283999,0.92161095
0.8801179,0.8643839,0.87461257
0.9069277,0.89311,0.884958
0.9699301,0.9627564,0.95866513
0.88373244,0.8944708,0.9024087
0.46671337,0.46557117,0.4666356
0.8642331,0.8727322,0.8680488
0.79323965,0.80111235,0.80393434
0.9158877,0.8721216,0.89024615
0.8320265,0.86685205,0.8348255
0.8630329,0.84500015,0.8662237
0.46616536,0.45203906,0.44945455
0.91449326,0.91059875,0.8912894
0.81940067,0.8254766,0.8208625
0.7799468,0.736928,0.7601229
0.8562593,0.89969575,0.8711827
0.81884694,0.8157971,0.80307686
0.91199046,0.9101293,0.90606797
0.845778,0.86485124,0.84572303
0.9013598,0.8966429,0.8924825
0.83133554,0.8358214,0.82689786
0.84857213,0.875856,0.8491107
0.87887853,0.87862444,0.89873433
0.8882204,0.8889967,0.8786462
0.5007818,0.50824046,0.48077163
0.90170884,0.89367557,0.8872706
0.8645187,0.87303674,0.8680693
0.86545193,0.8879355,0.8572681
0.8793303,0.8731265,0.8756586
0.8711368,0.8784834,0.87445104
0.8426087,0.8402943,0.85293233
0.8135073,0.84443486,0.82316774
0.8330092,0.85307693,0.8598036
0.84158695,0.8353793,0.8390653
0.78556305,0.84961265,0.82894397
0.83235484,0.8230063,0.8216575
0.79497045,0.8161113,0.79815143
0.8998781,0.86237335,0.9210684
0.82730275,0.80461323,0.8383532
0.8512639,0.88640875,0.85113037
0.90494347,0.9064422,0.9039424
0.88107497,0.87774223,0.9136133
0.88084596,0.891752,0.88184047
0.88308215,0.89475965,0.8949041
0.89391553,0.88359594,0.88707995
0.91176164,0.877394,0.8980447
0.8278922,0.8471224,0.83750606
0.8526075,0.8406212,0.8457905
0.43068627,0.44355392,0.43552023
0.5067767,0.530167,0.5090745
0.9020051,0.9016712,0.8986969
0.89365315,0.8766885,0.88951725
0.8644652,0.83472204,0.82885295
0.84002644,0.8199653,0.85456103
0.8765471,0.8850477,0.8536732
0.864552,0.8684476,0.84734917
0.92322326,0.91892385,0.89838904
0.8761277,0.84961396,0.85042024
0.75787127,0.73573506,0.73507035
0.8176583,0.81879914,0.8013804
0.9129427,0.9221064,0.9111705
0.811054,0.8203918,0.83224785
0.8076787,0.8396433,0.8458506
0.7888124,0.7935126,0.81348515
0.8174314,0.82973695,0.81246483
0.91434634,0.9174092,0.92487264
0.86990285,0.87357706,0.8887963
0.8672514,0.8481344,0.8687587
0.93809164,0.91981065,0.9116996
0.57613873,0.56768316,0.5584465
0.73148227,0.7286737,0.7366114
0.8438758,0.84734505,0.8247435
0.7827461,0.77608114,0.7824067
0.8438818,0.85234237,0.81364703
0.86997813,0.87135243,0.8645352
0.79347044,0.78443563,0.8180792
0.6983553,0.7161701,0.7100955
0.63867235,0.6351396,0.63335663
0.87543035,0.87857026,0.8888682
0.31266707,0.30559814,0.28635323
0.8118317,0.83324915,0.8283657
0.81671983,0.86597425,0.86223644
0.8601601,0.8615624,0.8662369
0.7926972,0.781079,0.8483189
0.8964757,0.89233315,0.91287804
0.8920512,0.87636477,0.8901178
0.90412307,0.89422196,0.9023049
0.94021416,0.94077504,0.9407877
0.90295833,0.91525614,0.9135362
0.86088645,0.852301,0.8532282
0.48354906,0.4854209,0.48556936
0.83411527,0.8242547,0.8149126
0.7912053,0.79173535,0.7844242
0.8012355,0.801644,0.80407894
0.89277315,0.87740886,0.8718847
0.79840183,0.7971469,0.79128814
0.80340296,0.8032307,0.76478195
0.88757586,0.8696099,0.8721169
0.83687997,0.85401165,0.8412584
0.830338,0.79074186,0.8052418
0.59280336,0.5837645,0.59902036
0.6358921,0.6394685,0.63428694
0.8445095,0.8364342,0.84883064
0.88298035,0.8836801,0.88666445
0.86021197,0.8634858,0.85117674
0.45842782,0.46612537,0.4494802
0.7915919,0.79807204,0.8023994
0.8349846,0.8372641,0.85065436
0.7432151,0.7485372,0.7472136
0.91596675,0.9011968,0.9074329
0.7935593,0.7956228,0.78855515
0.76701486,0.7764338,0.7809163
0.83786494,0.8169223,0.84450495
0.8641224,0.89867234,0.88612163
0.88377947,0.90048194,0.89919794
0.83336604,0.828145,0.8423663
0.9293506,0.9276236,0.92947876
0.8780815,0.91780096,0.9010817
0.73292756,0.7334302,0.73515016
0.8885363,0.83706474,0.8350936
0.78678095,0.78778523,0.79436105
0.89805365,0.8905908,0.89282155
0.8890935,0.86843085,0.89959985
0.8125741,0.8165547,0.8510494
0.90788317,0.91184604,0.90631855
0.87571657,0.8763863,0.8713841
0.8672415,0.8702039,0.88085836
0.75751394,0.804373,0.75947106
0.92028344,0.899999,0.9137972
0.8728541,0.8888622,0.88146996
0.89049965,0.88563526,0.8972751
0.72750574,0.7415738,0.7428082
0.8687098,0.87926996,0.8535326
0.79927933,0.7981293,0.79679906
0.8549318,0.8396081,0.83469325
0.6626183,0.64417726,0.63221645
0.84870887,0.84459484,0.8132121
0.9433145,0.9337336,0.9274109
0.9062487,0.91258305,0.9289555
0.82165325,0.830598,0.7962715
0.8015919,0.7834853,0.77875334
0.60611266,0.60611266,0.6079927
0.8554599,0.838917,0.86081946
0.92725533,0.9405935,0.9232676
0.8902718,0.8928107,0.9302217
0.9425782,0.9257995,0.9193485
0.86081576,0.85573673,0.83824193
0.8733295,0.8907738,0.88625276
0.699569,0.6802831,0.71098477
0.8495218,0.86045706,0.86049384
0.88639164,0.90193045,0.90856844
0.82422066,0.8061168,0.8293556
0.7947947,0.7968117,0.77329016
0.77080077,0.765845,0.753639
0.88979304,0.8983966,0.9031497
0.8340898,0.8485571,0.8556567
0.8637042,0.86680317,0.87167394
0.8958829,0.93456656,0.918749
0.901389,0.89813495,0.9213501
0.51106316,0.5063757,0.5062094
0.83046234,0.8240919,0.83413774
0.8859664,0.87208545,0.8722807
0.8878594,0.894789,0.88799936
0.8403156,0.84717405,0.8334961
0.8360437,0.85553944,0.83992314
0.41660112,0.41735572,0.41200835
0.47679067,0.47871006,0.4741291
0.81150925,0.8204418,0.8410933
0.8265548,0.83384705,0.7936755
0.89128035,0.88654643,0.8859214
0.8805639,0.8885609,0.8705995
0.869002,0.87122905,0.87430817
0.7588219,0.7545628,0.7596493
0.6871444,0.6777813,0.688185
0.8938433,0.8681823,0.85351217
0.6335265,0.6188957,0.63403463
0.8302126,0.8305663,0.8480928
0.8778201,0.88765717,0.8847864
0.80122584,0.7991908,0.8039488
0.9022052,0.8977798,0.9044392
0.8878573,0.8751585,0.90040576
0.7026643,0.7057882,0.7045553
0.8845871,0.91716933,0.87136877
0.8705653,0.87061167,0.8563767
0.85695946,0.8483985,0.8519876
